name,price,category,country_of_origin,expiration_date,search_tags,description
fresh beans,57.49,meat,Spain,2019-01-23 00:00:00,spicy pastry,smoked
fresh broccoli,794.7,fruit,Brazil,2018-03-18 00:00:00,imported fruit,imported
frozen broccoli,970.4,processed food,Poland,2018-10-25 00:00:00,vacuum sealed dried,frozen
domestic bread,669.37,legumes,France,2020-10-22 00:00:00,spicy meat,dried
fresh chicken,427.52,dried,France,2019-08-15 00:00:00,domestic canned,frozen
domestic prawns,563.17,meat,Morocco,2020-05-14 00:00:00,imported fruit,vacuum sealed
spicy tomato,205.64,vegetables,France,2020-03-24 00:00:00,domestic fruit,domestic
imported chicken,882.02,vegetables,Germany,2019-03-21 00:00:00,fresh pastry,vacuum sealed
dried bread,930.84,processed food,Poland,2019-01-15 00:00:00,domestic processed food,domestic
dried gurkin,408.09,vegetables,Germany,2019-04-18 00:00:00,frozen canned,smoked
smoked tomato,474.02,legumes,France,2019-12-14 00:00:00,fresh canned,fresh
domestic gurkin,365.81,dried,Spain,2020-06-02 00:00:00,imported legumes,domestic
dried buns,591.08,pastry,Morocco,2020-07-21 00:00:00,domestic fruit,frozen
fresh tomato,829.55,pastry,Poland,2019-10-12 00:00:00,vacuum sealed pastry,imported
fresh pork,122.36,pastry,Brazil,2020-12-13 00:00:00,fresh canned,dried
domestic bread,302.1,fruit,France,2020-09-26 00:00:00,dried legumes,fresh
vacuum sealed lentils,233.55,meat,Spain,2020-06-09 00:00:00,spicy meat,smoked
frozen chicken,68.72,meat,China,2020-12-11 00:00:00,spicy meat,smoked
frozen pork,450.09,processed food,Spain,2020-11-14 00:00:00,imported legumes,spicy
fresh beef,497.94,processed food,Poland,2020-02-05 00:00:00,imported fruit,fresh
domestic prawns,101.9,fruit,Poland,2020-06-20 00:00:00,fresh pastry,smoked
dried beans,877.22,processed food,Brazil,2018-01-22 00:00:00,dried dried,dried
spicy gurkin,695.87,fruit,Morocco,2020-09-08 00:00:00,fresh vegetables,frozen
imported pork,123.57,canned,China,2019-10-09 00:00:00,fresh dried,dried
smoked gurkin,472.54,legumes,Poland,2018-09-05 00:00:00,imported vegetables,vacuum sealed
domestic gurkin,456.62,legumes,France,2020-09-06 00:00:00,domestic dried,fresh
dried beef,19.19,dried,Poland,2018-01-16 00:00:00,frozen legumes,spicy
imported broccoli,760.03,pastry,Poland,2020-01-11 00:00:00,vacuum sealed legumes,imported
smoked potatoes,706.77,dried,Brazil,2019-03-10 00:00:00,smoked pastry,frozen
frozen tomato,818.13,vegetables,Spain,2019-01-19 00:00:00,fresh vegetables,smoked
spicy paprika,256.42,processed food,France,2018-02-11 00:00:00,smoked legumes,domestic
domestic paprika,300.46,dried,Poland,2019-04-27 00:00:00,domestic processed food,frozen
frozen potatoes,21.28,dried,Morocco,2019-10-15 00:00:00,vacuum sealed fruit,vacuum sealed
imported lentils,440.36,canned,Brazil,2018-12-28 00:00:00,fresh meat,imported
dried lentils,548.86,vegetables,Germany,2019-11-12 00:00:00,spicy canned,imported
imported chicken,700.59,pastry,China,2019-08-20 00:00:00,imported legumes,spicy
domestic bread,826.14,processed food,Morocco,2019-06-14 00:00:00,vacuum sealed processed food,domestic
imported pork,213.64,pastry,France,2019-03-15 00:00:00,spicy legumes,fresh
smoked beef,869.86,processed food,Spain,2018-06-22 00:00:00,smoked canned,imported
fresh pork,480.05,meat,Poland,2018-09-03 00:00:00,smoked dried,dried
dried gurkin,940.84,legumes,Poland,2020-10-28 00:00:00,smoked pastry,frozen
frozen pork,601.77,processed food,Spain,2020-11-15 00:00:00,smoked dried,smoked
vacuum sealed bread,414.44,processed food,Spain,2019-10-23 00:00:00,frozen processed food,fresh
fresh lentils,890.8,vegetables,Spain,2019-07-05 00:00:00,frozen legumes,domestic
frozen buns,147.72,canned,France,2019-06-02 00:00:00,frozen dried,dried
domestic bread,941.73,canned,France,2020-02-07 00:00:00,fresh vegetables,fresh
smoked buns,69.97,dried,Germany,2020-11-26 00:00:00,dried fruit,smoked
imported broccoli,950.1,fruit,Poland,2019-07-28 00:00:00,frozen fruit,spicy
frozen bread,140.51,fruit,Morocco,2018-04-09 00:00:00,frozen canned,smoked
frozen bread,519.82,dried,Brazil,2019-10-04 00:00:00,spicy processed food,frozen
vacuum sealed paprika,604.14,pastry,France,2019-07-23 00:00:00,domestic meat,frozen
frozen broccoli,119.53,meat,France,2019-12-25 00:00:00,dried legumes,spicy
smoked lentils,850.02,dried,Spain,2020-04-26 00:00:00,domestic vegetables,fresh
imported potatoes,483.86,dried,Poland,2020-01-11 00:00:00,vacuum sealed processed food,smoked
dried buns,5.55,dried,Poland,2020-02-10 00:00:00,spicy canned,vacuum sealed
spicy beans,216.61,legumes,China,2018-12-05 00:00:00,frozen dried,spicy
domestic broccoli,794.99,meat,France,2018-02-24 00:00:00,imported pastry,smoked
spicy paprika,393.04,dried,France,2020-01-20 00:00:00,domestic vegetables,frozen
imported tomato,959.2,vegetables,Spain,2020-04-17 00:00:00,vacuum sealed pastry,imported
dried broccoli,616.18,dried,Morocco,2018-10-01 00:00:00,fresh meat,frozen
spicy potatoes,888.94,fruit,Germany,2018-02-24 00:00:00,dried fruit,domestic
smoked tomato,557.13,fruit,China,2018-11-15 00:00:00,frozen dried,fresh
frozen pork,668.61,meat,Spain,2019-05-01 00:00:00,imported dried,frozen
fresh broccoli,430.25,meat,France,2019-03-13 00:00:00,fresh canned,smoked
domestic potatoes,876.31,pastry,Poland,2018-10-11 00:00:00,frozen fruit,imported
frozen gurkin,425.07,legumes,Brazil,2018-04-07 00:00:00,smoked dried,imported
frozen chicken,611.53,fruit,China,2020-10-16 00:00:00,dried fruit,smoked
domestic paprika,525.86,vegetables,Morocco,2019-08-06 00:00:00,spicy meat,fresh
smoked potatoes,188.07,canned,Germany,2018-01-12 00:00:00,frozen processed food,frozen
fresh beef,961.31,dried,Brazil,2018-05-12 00:00:00,vacuum sealed meat,vacuum sealed
spicy beef,427.97,pastry,Germany,2020-09-11 00:00:00,frozen fruit,spicy
imported potatoes,713.86,pastry,Brazil,2019-12-03 00:00:00,dried dried,fresh
imported buns,325.02,meat,Poland,2020-08-22 00:00:00,fresh processed food,fresh
fresh tomato,794.95,processed food,Poland,2019-01-23 00:00:00,imported processed food,frozen
dried bread,965.4,dried,Morocco,2018-03-20 00:00:00,imported canned,imported
vacuum sealed potatoes,473.61,pastry,Morocco,2020-10-03 00:00:00,fresh pastry,fresh
fresh paprika,476.04,canned,France,2020-12-13 00:00:00,fresh vegetables,fresh
imported paprika,238.42,legumes,Morocco,2020-10-15 00:00:00,domestic legumes,vacuum sealed
fresh potatoes,722.98,legumes,Brazil,2018-04-19 00:00:00,fresh canned,vacuum sealed
imported lentils,227.83,fruit,Poland,2018-01-12 00:00:00,dried vegetables,vacuum sealed
fresh prawns,202.67,meat,Morocco,2020-02-02 00:00:00,smoked dried,domestic
vacuum sealed lentils,607.12,legumes,France,2020-03-24 00:00:00,fresh pastry,frozen
smoked potatoes,421.53,vegetables,Spain,2019-06-11 00:00:00,smoked fruit,vacuum sealed
fresh gurkin,200.99,processed food,Poland,2019-09-16 00:00:00,vacuum sealed processed food,domestic
vacuum sealed bread,532.48,processed food,Germany,2020-08-02 00:00:00,imported dried,fresh
imported beef,783.69,fruit,Germany,2020-09-24 00:00:00,frozen fruit,dried
domestic beef,48.46,processed food,Brazil,2019-04-18 00:00:00,spicy legumes,smoked
smoked pork,417.4,legumes,Poland,2018-04-17 00:00:00,fresh pastry,fresh
vacuum sealed tomato,774.81,pastry,Spain,2020-05-24 00:00:00,fresh meat,frozen
smoked buns,475.48,fruit,France,2019-07-22 00:00:00,spicy legumes,fresh
domestic beans,147.55,canned,Morocco,2019-10-26 00:00:00,domestic canned,spicy
imported tomato,252.71,vegetables,Spain,2018-09-18 00:00:00,dried pastry,domestic
frozen potatoes,351.33,dried,Morocco,2018-08-03 00:00:00,frozen dried,fresh
fresh gurkin,502.51,pastry,China,2019-01-16 00:00:00,imported fruit,dried
domestic gurkin,222.74,dried,Spain,2019-12-16 00:00:00,frozen vegetables,domestic
fresh beef,865.98,fruit,France,2018-01-10 00:00:00,fresh meat,dried
dried pork,354.85,meat,Brazil,2020-04-23 00:00:00,fresh processed food,imported
fresh gurkin,185.7,processed food,Germany,2019-01-11 00:00:00,dried canned,frozen
smoked beef,392.04,legumes,Brazil,2018-04-12 00:00:00,imported legumes,spicy
fresh chicken,946.88,dried,Brazil,2020-03-28 00:00:00,vacuum sealed meat,vacuum sealed
imported lentils,375.27,pastry,Morocco,2020-09-14 00:00:00,fresh vegetables,vacuum sealed
smoked potatoes,923.01,meat,Germany,2018-02-23 00:00:00,dried pastry,imported
frozen beef,494.59,meat,Brazil,2019-06-03 00:00:00,spicy canned,dried
domestic prawns,482.42,processed food,China,2019-03-18 00:00:00,dried pastry,domestic
domestic chicken,563.27,meat,France,2018-09-12 00:00:00,domestic pastry,domestic
frozen bread,731.81,meat,China,2019-09-23 00:00:00,vacuum sealed fruit,fresh
spicy gurkin,232.9,fruit,Brazil,2020-02-27 00:00:00,imported dried,frozen
frozen tomato,937.44,dried,Morocco,2019-09-15 00:00:00,spicy legumes,imported
fresh potatoes,359.35,vegetables,Poland,2018-03-05 00:00:00,fresh canned,dried
vacuum sealed tomato,242.23,processed food,Spain,2019-10-10 00:00:00,imported canned,imported
imported beans,154.66,fruit,Poland,2019-01-08 00:00:00,smoked processed food,domestic
fresh prawns,611.34,fruit,Germany,2019-09-19 00:00:00,smoked meat,imported
frozen gurkin,735.18,pastry,Spain,2019-10-04 00:00:00,fresh canned,dried
spicy bread,122.86,meat,Germany,2018-12-04 00:00:00,dried legumes,frozen
dried lentils,768.27,legumes,Morocco,2019-04-08 00:00:00,frozen vegetables,spicy
vacuum sealed beef,887.02,processed food,Poland,2018-02-04 00:00:00,smoked meat,vacuum sealed
vacuum sealed bread,809.68,processed food,Poland,2020-08-01 00:00:00,domestic dried,dried
vacuum sealed tomato,203.83,meat,Morocco,2018-05-02 00:00:00,fresh legumes,vacuum sealed
fresh beans,728.47,canned,Morocco,2020-12-11 00:00:00,fresh canned,spicy
spicy beef,972.08,vegetables,Poland,2018-06-24 00:00:00,imported canned,frozen
domestic pork,36.17,meat,Spain,2019-06-21 00:00:00,imported meat,domestic
imported beef,634.71,dried,Brazil,2019-01-06 00:00:00,vacuum sealed fruit,imported
imported potatoes,202.55,dried,Morocco,2020-05-11 00:00:00,domestic meat,frozen
imported prawns,583.56,vegetables,Poland,2020-03-26 00:00:00,domestic processed food,dried
frozen bread,370.44,vegetables,Poland,2019-04-04 00:00:00,spicy vegetables,fresh
domestic tomato,890.36,fruit,China,2020-12-12 00:00:00,fresh meat,spicy
smoked gurkin,518.2,meat,Brazil,2019-09-25 00:00:00,spicy legumes,frozen
vacuum sealed buns,350.49,pastry,China,2020-09-17 00:00:00,smoked canned,smoked
imported chicken,352.26,meat,Morocco,2020-08-28 00:00:00,domestic dried,domestic
fresh chicken,291.52,canned,Morocco,2018-06-05 00:00:00,frozen dried,smoked
fresh broccoli,622.1,canned,Germany,2019-07-10 00:00:00,smoked processed food,dried
frozen buns,321.53,pastry,France,2019-04-14 00:00:00,spicy processed food,smoked
imported pork,251.33,meat,Spain,2019-11-03 00:00:00,fresh fruit,domestic
smoked beans,132.8,dried,Spain,2018-03-03 00:00:00,dried meat,spicy
dried broccoli,127.61,meat,Germany,2018-09-14 00:00:00,domestic pastry,spicy
dried paprika,611.73,dried,France,2020-11-06 00:00:00,domestic processed food,smoked
vacuum sealed pork,284.14,pastry,China,2018-06-14 00:00:00,spicy vegetables,imported
frozen potatoes,68.39,processed food,Brazil,2018-03-12 00:00:00,imported canned,fresh
domestic beef,950.07,canned,Spain,2018-01-27 00:00:00,dried meat,frozen
smoked potatoes,180.48,pastry,Spain,2020-09-15 00:00:00,imported processed food,fresh
fresh beans,39.0,legumes,Germany,2020-12-02 00:00:00,spicy processed food,frozen
vacuum sealed paprika,527.46,fruit,France,2019-05-05 00:00:00,frozen meat,spicy
fresh gurkin,583.48,canned,Poland,2018-02-03 00:00:00,imported dried,spicy
dried paprika,517.5,legumes,France,2018-05-18 00:00:00,domestic vegetables,fresh
fresh beans,801.86,dried,Morocco,2020-03-20 00:00:00,frozen meat,spicy
frozen buns,733.85,canned,China,2018-12-07 00:00:00,spicy canned,frozen
domestic lentils,399.84,legumes,Morocco,2018-04-24 00:00:00,imported dried,domestic
domestic gurkin,835.33,processed food,Poland,2018-07-12 00:00:00,frozen pastry,spicy
smoked tomato,952.52,fruit,Poland,2019-12-26 00:00:00,fresh dried,spicy
frozen paprika,857.53,dried,Spain,2019-03-21 00:00:00,dried vegetables,fresh
spicy gurkin,51.99,vegetables,Germany,2020-12-08 00:00:00,domestic processed food,domestic
dried gurkin,910.2,fruit,Spain,2019-03-18 00:00:00,spicy meat,smoked
dried gurkin,138.55,canned,China,2018-04-10 00:00:00,domestic meat,spicy
fresh bread,490.28,canned,China,2018-08-27 00:00:00,spicy canned,smoked
smoked potatoes,95.63,canned,Germany,2018-11-11 00:00:00,domestic canned,imported
domestic pork,102.63,vegetables,France,2018-08-21 00:00:00,vacuum sealed dried,domestic
imported bread,213.95,legumes,Spain,2019-09-07 00:00:00,dried dried,spicy
smoked tomato,986.81,canned,Morocco,2018-10-26 00:00:00,fresh dried,domestic
vacuum sealed paprika,323.61,processed food,China,2020-06-10 00:00:00,vacuum sealed canned,frozen
frozen paprika,137.97,dried,Spain,2019-05-03 00:00:00,smoked canned,vacuum sealed
dried potatoes,208.25,fruit,Spain,2020-10-28 00:00:00,smoked legumes,spicy
imported broccoli,376.43,legumes,France,2018-09-05 00:00:00,dried legumes,domestic
imported broccoli,206.5,vegetables,Germany,2020-04-24 00:00:00,domestic fruit,smoked
spicy lentils,712.38,processed food,Morocco,2018-08-11 00:00:00,smoked legumes,smoked
imported beef,416.76,fruit,Poland,2020-02-14 00:00:00,domestic meat,spicy
imported lentils,663.06,fruit,Germany,2018-04-03 00:00:00,smoked vegetables,domestic
vacuum sealed broccoli,260.31,processed food,Spain,2018-05-07 00:00:00,smoked pastry,fresh
dried lentils,633.61,legumes,Spain,2020-07-06 00:00:00,dried pastry,vacuum sealed
smoked chicken,206.47,dried,Poland,2019-06-24 00:00:00,imported canned,dried
imported paprika,964.08,dried,Morocco,2019-04-12 00:00:00,vacuum sealed canned,fresh
dried prawns,316.62,vegetables,Brazil,2020-12-08 00:00:00,imported dried,spicy
domestic broccoli,20.56,dried,Brazil,2020-03-08 00:00:00,fresh vegetables,smoked
vacuum sealed beef,488.73,pastry,Morocco,2018-09-09 00:00:00,frozen canned,smoked
smoked buns,874.24,vegetables,Germany,2018-10-21 00:00:00,fresh vegetables,dried
smoked beans,841.08,canned,Brazil,2019-02-28 00:00:00,domestic canned,frozen
vacuum sealed chicken,51.48,meat,Brazil,2019-06-25 00:00:00,frozen pastry,vacuum sealed
dried tomato,829.52,canned,China,2020-09-04 00:00:00,imported canned,imported
smoked beef,785.58,dried,France,2018-01-20 00:00:00,domestic processed food,frozen
fresh bread,568.86,pastry,Spain,2019-07-10 00:00:00,spicy pastry,fresh
fresh beef,120.37,dried,France,2020-08-16 00:00:00,frozen meat,imported
smoked potatoes,722.72,processed food,Spain,2018-04-12 00:00:00,vacuum sealed fruit,smoked
spicy tomato,417.13,pastry,Morocco,2018-06-25 00:00:00,frozen canned,frozen
spicy pork,37.39,pastry,Poland,2019-07-21 00:00:00,vacuum sealed meat,imported
smoked tomato,819.59,legumes,Morocco,2019-12-10 00:00:00,vacuum sealed legumes,vacuum sealed
domestic pork,982.58,vegetables,China,2019-08-04 00:00:00,vacuum sealed fruit,smoked
spicy tomato,997.19,vegetables,China,2020-10-09 00:00:00,imported pastry,vacuum sealed
smoked lentils,409.18,vegetables,France,2020-05-11 00:00:00,domestic fruit,fresh
vacuum sealed broccoli,588.61,pastry,China,2019-09-20 00:00:00,frozen meat,fresh
domestic pork,867.74,canned,Germany,2019-01-20 00:00:00,frozen meat,fresh
domestic prawns,202.15,vegetables,Spain,2018-10-06 00:00:00,vacuum sealed dried,imported
dried chicken,465.62,legumes,France,2019-04-03 00:00:00,smoked pastry,spicy
domestic beef,37.32,canned,Poland,2018-09-26 00:00:00,fresh legumes,spicy
fresh buns,518.84,dried,Spain,2020-12-18 00:00:00,spicy processed food,vacuum sealed
dried buns,65.81,processed food,Spain,2019-11-06 00:00:00,vacuum sealed processed food,frozen
domestic bread,692.73,pastry,France,2019-02-05 00:00:00,vacuum sealed processed food,vacuum sealed
fresh pork,301.49,legumes,Brazil,2020-09-09 00:00:00,smoked dried,dried
spicy paprika,248.07,dried,Morocco,2020-05-07 00:00:00,smoked fruit,dried
domestic broccoli,668.12,processed food,Germany,2018-10-19 00:00:00,imported meat,frozen
smoked broccoli,652.95,processed food,Germany,2019-07-20 00:00:00,domestic canned,domestic
dried chicken,493.88,pastry,France,2020-08-04 00:00:00,imported canned,dried
dried beans,513.04,processed food,Spain,2018-01-01 00:00:00,imported canned,dried
dried lentils,950.99,fruit,Spain,2018-02-06 00:00:00,domestic vegetables,dried
spicy broccoli,360.92,canned,Brazil,2018-02-20 00:00:00,dried fruit,vacuum sealed
domestic chicken,395.39,fruit,Germany,2020-02-07 00:00:00,vacuum sealed canned,fresh
smoked beef,47.19,meat,Morocco,2019-09-12 00:00:00,spicy pastry,fresh
smoked prawns,604.38,dried,Poland,2018-06-28 00:00:00,spicy legumes,dried
dried chicken,141.24,fruit,Brazil,2019-09-03 00:00:00,vacuum sealed meat,vacuum sealed
fresh prawns,533.74,dried,Spain,2018-02-18 00:00:00,vacuum sealed meat,imported
dried bread,819.93,legumes,Morocco,2019-12-15 00:00:00,vacuum sealed canned,dried
spicy bread,772.55,legumes,Brazil,2019-01-20 00:00:00,domestic meat,frozen
fresh prawns,355.44,dried,China,2018-04-08 00:00:00,spicy legumes,dried
vacuum sealed lentils,865.8,pastry,France,2020-05-16 00:00:00,dried canned,imported
domestic potatoes,651.34,canned,Germany,2018-12-28 00:00:00,smoked fruit,dried
spicy chicken,957.11,meat,Poland,2020-09-01 00:00:00,fresh processed food,spicy
dried prawns,824.8,processed food,France,2018-07-09 00:00:00,frozen canned,frozen
imported beef,288.35,dried,Spain,2020-09-10 00:00:00,imported pastry,dried
vacuum sealed beans,245.18,pastry,Morocco,2019-03-16 00:00:00,fresh meat,dried
imported gurkin,768.37,dried,Morocco,2018-07-17 00:00:00,spicy processed food,smoked
vacuum sealed potatoes,453.22,legumes,France,2020-09-26 00:00:00,imported vegetables,vacuum sealed
smoked gurkin,152.81,vegetables,Germany,2019-10-27 00:00:00,domestic dried,smoked
fresh chicken,453.99,canned,Germany,2018-02-27 00:00:00,domestic legumes,spicy
spicy broccoli,168.09,pastry,Brazil,2018-01-26 00:00:00,dried vegetables,smoked
vacuum sealed buns,244.23,canned,China,2019-11-27 00:00:00,spicy dried,vacuum sealed
fresh pork,126.52,meat,Brazil,2019-02-11 00:00:00,domestic fruit,frozen
dried buns,556.96,legumes,Spain,2020-12-02 00:00:00,frozen dried,spicy
smoked pork,484.16,canned,Spain,2018-03-15 00:00:00,dried canned,domestic
fresh chicken,461.41,canned,Poland,2019-09-04 00:00:00,fresh legumes,domestic
domestic beans,663.54,canned,Spain,2018-10-22 00:00:00,smoked processed food,dried
dried gurkin,999.13,processed food,France,2018-06-16 00:00:00,dried meat,domestic
domestic lentils,43.99,vegetables,Poland,2018-01-12 00:00:00,fresh pastry,dried
smoked beef,650.99,dried,Brazil,2020-06-27 00:00:00,spicy vegetables,vacuum sealed
dried potatoes,476.57,fruit,Brazil,2020-10-19 00:00:00,vacuum sealed dried,domestic
